Time_s,PackVoltage_V,Current_A,SOC_pct,Temperature_C
0,368.037185597534,49.1032171063973,60,25.0714179763144
1,368.194275741729,50.6858372698509,59.9863602174704,25.5373964024317
2,368.371417744022,49.6122381177381,59.9722808182288,25.6446818735661
3,368.066847817854,50.6530895732869,59.9584996409739,26.1945144697232
4,367.823525577229,51.1511582427559,59.9444293383146,26.4596017983176
5,367.902939551321,50.0866634807361,59.9302206832472,26.901654200345
6,367.492836820467,50.0016256743986,59.9163077211692,27.3530758021711
7,367.987515610363,48.8008061659949,59.9024183807041,27.6784129391144
8,368.023275164563,49.8108659955263,59.8888626012136,28.093787725125
9,367.83748527496,49.9996263454901,59.8750262495481,28.580405521021
10,367.808510978409,50.8534296935287,59.8611374644522,28.757693635617
11,367.958357408218,50.7567885971836,59.8470115117595,29.1954048089785
12,368.198084592179,49.677530174403,59.8329124038159,29.5967144190182
13,367.676971271081,48.3835316647361,59.8191130898785,30.155067439204
14,367.652399486203,49.2110467552009,59.8056732199717,30.4966176718959
15,368.019330652902,51.5587755131798,59.7920034847619,30.8794036363735
16,367.575212663445,49.2701729446337,59.7776816026749,31.3351647767557
17,367.964897510061,49.7456553564394,59.7639954435236,31.6180584185107
18,367.538659292762,50.9707486449018,59.7501772059246,32.0086011425961
19,367.927159693049,48.0662596969616,59.7360186646343,32.3856687589546
20,367.617541665244,50.2234072450354,59.7226669258296,32.6889388944268
21,367.870140314511,52.0803979262139,59.7087159793727,33.2575829194219
22,367.641261505656,49.4902407973589,59.694249202171,33.5969040003053
23,367.874651176209,50.207002208476,59.6805019130606,33.9093621715764
24,367.241353933249,52.2360382022015,59.6665555235582,34.2964729117904
25,367.461422797366,48.9377396887173,59.6520455129465,34.7360249181759
26,367.891125209257,50.062784124635,59.6384516963663,35.0804308015129
27,367.755961718083,50.6478537238335,59.6245453674428,35.3938633369486
28,367.514689770439,50.3336290161241,59.6104765191862,35.8265747526169
29,367.56261679289,49.9509538157102,59.5964949555706,36.1554733188586
30,367.348045490629,49.1096468270135,59.5826196906218,36.3806136685028
31,367.48307712555,49.9677443632316,59.5689781220587,36.8820814176412
32,368.161596222932,49.2795152453507,59.5550981930689,37.267782309491
33,367.562151248512,49.9421470227171,59.5414094388341,37.406203777575
34,367.461255086906,49.6922483432703,59.5275366202167,38.0335571845007
35,367.11231026571,50.9785359123814,59.5137332178991,38.2912945818748
36,367.213622266512,51.554996802707,59.499572513479,38.7144249281513
37,367.548054831621,49.6452497598836,59.4852516810338,39.213876185409
38,367.425654538783,50.126843210007,59.4714613338783,39.4418156977697
39,367.152049831438,49.6805508654093,59.4575372107644,39.9284290323928
40,367.319120428985,49.8467753024878,59.4437370577462,40.1523934129839
41,367.515221301656,49.6438683964177,59.4298907312733,40.5516525025801
42,366.948281802836,50.3657160432454,59.4161007678299,40.9449889348686
43,366.771405398046,49.3229965488782,59.4021102911512,41.2167701570856
44,367.576715093923,49.8837304251043,59.3884094587765,41.6772400110363
45,367.269866179401,50.6145877515027,59.3745528669917,42.0337352337665
46,367.017933841794,49.4222231517931,59.360493259283,42.2934383819839
47,367.431391173402,51.7436237822254,59.3467648639631,42.6146876152756
48,367.23259312554,49.1906745316028,59.3323916351347,43.1450244204173
49,366.798816789295,50.5739234577161,59.3187275588759,43.5130306807407
50,367.304115013436,49.7595264062704,59.3046792468043,43.8222285946397
51,367.18763980694,49.7409052971727,59.2908571561359,44.0794610156556
52,367.233077075696,50.4919082349172,59.2770402379978,44.4810644767249
53,366.725896665631,50.0512318768527,59.2630147079325,44.9559602928941
54,366.837204578739,49.7660481780032,59.2491115879667,45.2589622979651
55,367.22370734995,48.159210358873,59.2352876856951,45.6913632903375
56,367.070161983776,50.8851884631165,59.221910127262,45.8734882353191
57,367.578904679887,50.0918482246831,59.207775352689,46.3114215442899
58,366.856728120513,50.7839091733912,59.1938609504043,46.4418650432973
59,366.797587056284,51.3862661471794,59.1797543089673,46.9868547332925
60,367.021936235198,51.0452204985309,59.1654803461486,47.1792148277632
61,367.076049898283,49.1947600460389,59.1513011182324,47.67314027066
62,366.68759993551,49.306248703916,59.1376359071085,48.0998064255286
63,367.276449998465,50.3034524475227,59.1239397269129,48.201099132848
64,367.359007094376,48.7387372363535,59.1099665456775,48.6842303272494
65,366.555315552051,50.812091453182,59.0964280075563,48.9958409034209
66,366.503987304334,51.2887614166079,59.0823135377082,49.2947837991615
67,366.872640762009,51.2753492412762,59.0680666595369,49.8660305247064
68,367.492674848499,49.8982546733805,59.0538235069699,50.1995810877427
69,366.525333153396,51.5517446050542,59.0399628806717,50.3370919261124
70,367.020990210301,48.8218604987157,59.0256429516148,50.7834461495494
71,366.693614065126,49.7899315266414,59.0120813236985,51.3017772610707
72,367.180868030126,49.9445644080892,58.9982507871633,51.3507648906236
73,366.779735871141,51.0427569883305,58.9843772970499,51.595544500025
74,366.81375268165,49.9610379775426,58.9701987534421,52.1451363594985
75,366.737222877966,48.6359756172853,58.9563206873372,52.4224821524076
76,367.092710186407,49.5174265463053,58.9428106941102,52.6389660809172
77,366.732019565882,49.522105822374,58.9290558534029,53.3105319176161
78,366.523239615571,49.1521701752677,58.9152997128966,53.5595666409872
79,366.43032996161,48.1115029149247,58.9016463322924,53.9755808444801
80,366.461975205965,49.8096697855112,58.8882820259271,54.0391498657464
81,366.491078512725,49.8364515508983,58.8744460065423,54.318899387372
82,366.702197367354,51.3089781601687,58.8606025477781,54.7028904793207
83,366.664346280261,50.8701903323182,58.8463500538448,54.9504415716841
84,366.676188149159,50.035527271692,58.8322194454191,55.3384516773025
85,367.184009890733,49.8302521685481,58.8183206878437,55.8934697071821
86,365.968127822611,50.8543063812487,58.8044789511302,56.0830385074763
87,366.047732083903,50.7708266251866,58.7903527549132,56.3928458219345
88,366.3584193185,50.8434647391323,58.7762497475173,56.721277177064
89,366.511632313779,50.6808309855006,58.7621265628675,57.1409603737994
90,366.219820295093,50.9428195651022,58.7480485542604,57.4027566375412
91,366.428516682258,48.7867516667841,58.7338977710479,57.8191588179781
92,366.420800374541,51.0074166054268,58.7203458955849,57.8733025783197
93,366.538900017585,49.5236554093066,58.7061771687501,58.3518999944092
94,366.029201804905,49.9541920710223,58.692420597803,58.8156645364889
95,366.244426194336,50.8117294018925,58.6785444333389,58.9606182637855
96,366.492041353353,50.9927104371249,58.6644300640606,59.2071805326933
97,366.766838398764,48.5010664257269,58.6502654222725,59.7715502467427
98,366.196270454959,50.5712675460063,58.6367929038209,60.0695457743345
99,366.676130061827,48.6831452293688,58.6227453295025,60.4113276410233
